sp|Q8CP24|SIGA_STAES	-	round2_3125	-	4.6e-138	455.1	4.9	7.2e-127	418.2	0.7	2.9	1	1	2	3	3	3
sp|P0A0I8|SIGA_STAAM	-	round2_3125	-	6e-138	454.7	4.5	1.1e-125	414.2	0.9	3.0	1	1	2	3	3	3
sp|P0A0I9|SIGA_STAAW	-	round2_3125	-	6e-138	454.7	4.5	1.1e-125	414.2	0.9	3.0	1	1	2	3	3	3
sp|P0A0J0|SIGA_STAA8	-	round2_3125	-	6e-138	454.7	4.5	1.1e-125	414.2	0.9	3.0	1	1	2	3	3	3
sp|Q5HFJ9|SIGA_STAAC	-	round2_3125	-	6e-138	454.7	4.5	1.1e-125	414.2	0.9	3.0	1	1	2	3	3	3
sp|Q6G905|SIGA_STAAS	-	round2_3125	-	6e-138	454.7	4.5	1.1e-125	414.2	0.9	3.0	1	1	2	3	3	3
sp|Q6GGD8|SIGA_STAAR	-	round2_3125	-	6e-138	454.7	4.5	1.1e-125	414.2	0.9	3.0	1	1	2	3	3	3
sp|P52328|SIGA_BACSP	-	round2_3125	-	5.9e-137	451.5	5.3	1.2e-127	420.8	1.5	2.2	1	1	1	2	2	2
sp|P27785|SIGA_STRAU	-	round2_3125	-	1e-136	450.7	2.2	1.2e-136	450.4	2.2	1.0	1	0	0	1	1	1
sp|P18182|HRDA_STRCO	-	round2_3125	-	1.5e-136	450.1	0.4	1.9e-136	449.8	0.4	1.0	1	0	0	1	1	1
sp|P06224|SIGA_BACSU	-	round2_3125	-	1.8e-135	446.6	7.2	1.4e-129	427.2	1.9	2.2	1	1	1	2	2	2
sp|P33656|SIGA_CLOAB	-	round2_3125	-	1.6e-132	436.8	6.9	5.3e-123	405.4	0.6	2.1	1	1	1	2	2	2
sp|Q92BQ6|SIGA_LISIN	-	round2_3125	-	5.3e-132	435.1	8.3	5.8e-123	405.3	0.8	2.5	1	1	1	2	2	2
sp|P52331|SIGA_LISMO	-	round2_3125	-	5.8e-132	435.0	8.5	5.8e-123	405.3	0.8	2.5	1	1	2	3	3	3
sp|P52329|SIGA_ENTFA	-	round2_3125	-	1.4e-131	433.7	14.2	1.5e-125	413.9	1.5	2.0	1	1	1	2	2	2
sp|P33118|RPSB_CORDI	-	round2_3125	-	7.3e-125	411.6	3.5	8.7e-125	411.3	3.5	1.0	1	0	0	1	1	1
sp|P0A4I9|SIGA_STRPN	-	round2_3125	-	2e-124	410.1	6.7	5e-116	382.4	1.9	2.0	1	1	1	2	2	2
sp|P0A4J0|SIGA_STRR6	-	round2_3125	-	2e-124	410.1	6.7	5e-116	382.4	1.9	2.0	1	1	1	2	2	2
sp|O33662|SIGA_STRMU	-	round2_3125	-	1.6e-123	407.2	7.9	1.3e-117	387.7	2.9	2.0	1	1	1	2	2	2
sp|Q04506|SIGA_LACLA	-	round2_3125	-	2.8e-122	403.1	6.1	1.2e-117	387.8	1.3	2.2	1	1	1	2	2	2
sp|P58290|SIGA_LACLC	-	round2_3125	-	3.6e-122	402.7	5.4	2.1e-117	387.0	1.5	2.1	1	1	1	2	2	2
sp|O24744|RPOD_SHEVD	-	round2_3125	-	2.7e-117	386.6	9.1	3.6e-109	359.8	2.1	3.3	2	1	1	3	3	3
sp|P57163|RPOD_BUCAI	-	round2_3125	-	1.6e-116	384.0	6.2	9.6e-109	358.4	2.4	2.8	2	1	1	3	3	3
sp|P0A2E3|RPOD_SALTY	-	round2_3125	-	3.3e-116	383.0	17.6	9.3e-110	361.7	3.5	3.6	3	1	1	4	4	3
sp|P0A2E4|RPOD_SALTI	-	round2_3125	-	3.3e-116	383.0	17.6	9.3e-110	361.7	3.5	3.6	3	1	1	4	4	3
sp|Q72L95|SIGA_THET2	-	round2_3125	-	8.2e-116	381.7	8.3	1.3e-104	344.7	0.9	2.0	2	0	0	2	2	2
sp|P32001|RPOD_BUCAP	-	round2_3125	-	1.2e-115	381.1	7.5	2.5e-108	357.0	2.3	2.7	2	1	0	2	2	2
sp|Q87DT7|RPOD_XYLFT	-	round2_3125	-	1.9e-115	380.5	5.7	3.3e-107	353.3	1.3	3.0	2	1	1	3	3	3
sp|Q9PDM9|RPOD_XYLFA	-	round2_3125	-	1.9e-115	380.5	5.6	2.8e-107	353.6	1.6	3.0	2	1	1	3	3	3
sp|P52324|RPOD_CAUCR	-	round2_3125	-	2.1e-115	380.4	9.0	1.4e-107	354.5	1.9	2.8	2	1	0	2	2	2
sp|P00579|RPOD_ECOLI	-	round2_3125	-	2.5e-115	380.1	18.5	2.1e-109	360.6	3.6	3.4	3	1	1	4	4	3
sp|Q8P4H2|RPOD_XANCP	-	round2_3125	-	2.8e-115	379.9	13.2	4.2e-110	362.9	1.6	3.4	3	1	1	4	4	3
sp|Q8PG33|RPOD_XANAC	-	round2_3125	-	4e-115	379.4	13.9	4.4e-110	362.8	1.6	3.5	3	1	1	4	4	3
sp|P52326|RPOD_PSEFL	-	round2_3125	-	1.3e-114	377.8	20.6	6.9e-109	358.9	3.2	3.3	3	1	1	4	4	3
sp|P26480|RPOD_PSEAE	-	round2_3125	-	2.7e-114	376.7	22.5	3.9e-109	359.7	3.1	3.3	3	1	1	4	4	3
sp|P59117|RPOD_LEPIN	-	round2_3125	-	4.5e-114	376.0	3.5	2.3e-104	343.9	1.5	2.9	2	1	1	3	3	3
sp|P61540|RPOD_LEPIC	-	round2_3125	-	4.5e-114	376.0	3.5	2.3e-104	343.9	1.5	2.9	2	1	1	3	3	3
sp|Q89B10|RPOD_BUCBP	-	round2_3125	-	6.3e-114	375.5	4.8	1.5e-106	351.1	2.0	2.7	2	1	1	3	3	3
sp|P43766|RPOD_HAEIN	-	round2_3125	-	2.5e-113	373.5	4.2	3.1e-108	356.7	1.8	3.6	3	1	1	4	4	3
sp|Q9EZJ8|SIGA_THEAQ	-	round2_3125	-	3e-113	373.2	6.6	6.6e-103	339.1	0.8	2.2	2	1	0	2	2	2
sp|P18333|SIGA_CHLTR	-	round2_3125	-	4.1e-113	372.8	4.6	4.4e-105	346.3	2.0	2.4	2	0	0	2	2	2
sp|P56835|SIGA_CHLMU	-	round2_3125	-	4.4e-113	372.7	4.6	4.3e-105	346.3	2.0	2.3	2	0	0	2	2	2
sp|D5AQI9|RPOD_RHOCB	-	round2_3125	-	4.6e-113	372.6	10.4	2.1e-107	353.9	2.0	2.7	3	1	0	3	3	2
sp|Q9Z7F0|SIGA_CHLPN	-	round2_3125	-	4.9e-113	372.5	7.4	3.5e-105	346.6	4.0	2.4	2	1	0	2	2	2
sp|P52327|RPOD_PSEPU	-	round2_3125	-	8.6e-113	371.7	19.3	2.9e-107	353.5	2.6	3.3	3	1	1	4	4	3
sp|P17531|RPOD_MYXXA	-	round2_3125	-	4.6e-112	369.3	38.1	3.4e-108	356.6	3.2	3.5	2	1	1	3	3	3
sp|P0CZ15|RPOD_RHOCA	-	round2_3125	-	6.2e-112	368.9	8.7	5.1e-106	349.4	1.1	2.7	3	1	0	3	3	2
sp|P77994|SIGA_THEMA	-	round2_3125	-	1.2e-111	367.9	2.8	1.5e-103	341.2	0.8	3.0	1	1	2	3	3	3
sp|Q83BB6|RPOD_COXBU	-	round2_3125	-	2.8e-111	366.8	25.3	5.4e-105	346.0	3.3	3.3	3	0	0	3	3	3
sp|Q2K619|RPOD_RHIEC	-	round2_3125	-	5.8e-111	365.7	20.5	7.7e-107	352.1	1.6	3.0	3	0	0	3	3	3
sp|Q59753|RPOD_RHIME	-	round2_3125	-	7.4e-111	365.4	23.9	8.5e-107	352.0	1.7	3.3	3	0	0	3	3	3
sp|P33452|RPOD_AGRT5	-	round2_3125	-	1.1e-110	364.8	22.5	9.5e-107	351.8	1.8	3.2	3	0	0	3	3	3
sp|Q1RKH7|RPOD_RICBR	-	round2_3125	-	1.4e-109	361.1	7.5	7.1e-100	329.1	0.9	2.2	2	0	0	2	2	2
sp|O83506|RPOD_TREPA	-	round2_3125	-	5.8e-109	359.1	5.2	9.2e-102	335.3	0.7	2.9	2	1	1	3	3	3
sp|Q4UJT1|RPOD_RICFE	-	round2_3125	-	3.9e-108	356.4	8.5	3e-99	327.1	1.3	2.4	3	0	0	3	3	2
sp|Q92FZ8|RPOD_RICCN	-	round2_3125	-	7.4e-108	355.5	8.7	3.8e-99	326.7	1.3	2.4	3	0	0	3	3	2
sp|P33451|RPOD_RICPR	-	round2_3125	-	1.5e-107	354.5	10.1	2.5e-99	327.3	1.1	2.4	3	0	0	3	3	2
sp|Q68VQ5|RPOD_RICTY	-	round2_3125	-	1.5e-107	354.5	9.1	2.5e-99	327.3	1.1	2.4	3	0	0	3	3	2
sp|P52325|RPOD_NEIGO	-	round2_3125	-	2e-107	354.0	14.6	1.7e-102	337.8	2.1	3.6	3	1	1	4	4	4
sp|P52323|RPOD_BORBU	-	round2_3125	-	4.3e-107	352.9	4.8	1.6e-100	331.3	0.8	2.2	2	0	0	2	2	2
sp|P26683|SIGA_NOSS1	-	round2_3125	-	5.4e-104	342.7	6.8	1.1e-103	341.6	6.8	1.5	1	1	0	1	1	1
sp|P52322|SIGA_MICAE	-	round2_3125	-	2.4e-103	340.6	6.1	9e-99	325.5	2.2	2.0	2	0	0	2	2	2
sp|Q60012|HRDD_STRVF	-	round2_3125	-	3.8e-102	336.6	2.8	4.8e-102	336.3	2.8	1.0	1	0	0	1	1	1
sp|Q59914|HRDD_STRGR	-	round2_3125	-	1e-101	335.2	1.6	1.3e-101	334.9	1.6	1.0	1	0	0	1	1	1
sp|P18184|HRDC_STRCO	-	round2_3125	-	1.5e-101	334.6	2.0	2.1e-101	334.2	2.0	1.1	1	0	0	1	1	1
sp|P74565|SIGA_SYNY3	-	round2_3125	-	1.7e-101	334.4	9.9	1.7e-97	321.3	1.6	2.1	2	0	0	2	2	2
sp|P18249|HRDD_STRCO	-	round2_3125	-	3.1e-101	333.6	1.7	4e-101	333.3	1.7	1.0	1	0	0	1	1	1
sp|P38023|SIGA1_SYNE7	-	round2_3125	-	8.3e-101	332.2	20.8	4.7e-100	329.7	19.6	1.9	1	1	1	2	2	2
sp|Q9ZMY3|RPOD_HELPJ	-	round2_3125	-	3.4e-97	320.3	6.8	9.5e-97	318.8	1.9	3.9	3	1	1	4	4	2
sp|P55993|RPOD_HELPY	-	round2_3125	-	1.2e-96	318.4	1.8	1.2e-96	318.4	1.8	4.0	3	1	0	4	4	3
sp|P43344|RPOD_SERMA	-	round2_3125	-	9.8e-96	315.5	0.8	1.1e-95	315.3	0.8	1.0	1	0	0	1	1	1
sp|Q03066|RPSC_NOSS1	-	round2_3125	-	1.7e-91	301.4	8.5	2.5e-89	294.4	3.9	2.1	2	0	0	2	2	2
sp|Q59996|RPSC_SYNY3	-	round2_3125	-	1.6e-88	291.7	6.4	1.5e-84	278.6	3.6	2.5	1	1	2	3	3	3
sp|Q31QG5|SIGA3_SYNE7	-	round2_3125	-	8.5e-83	272.8	5.3	1.7e-82	271.8	5.3	1.4	1	1	0	1	1	1
sp|Q31ME3|SIGA2_SYNE7	-	round2_3125	-	3.2e-80	264.3	4.0	4.4e-80	263.8	4.0	1.1	1	0	0	1	1	1
sp|P47491|SIGA_MYCGE	-	round2_3125	-	9e-80	262.8	0.8	1.5e-79	262.1	0.3	1.5	1	1	0	1	1	1
sp|Q31QR8|SIGA4_SYNE7	-	round2_3125	-	2.2e-79	261.6	0.4	2.7e-79	261.2	0.4	1.0	1	0	0	1	1	1
sp|P78022|SIGA_MYCPN	-	round2_3125	-	1.6e-77	255.3	0.8	3.1e-77	254.4	0.6	1.5	1	1	0	1	1	1
sp|Q03065|RPSB_NOSS1	-	round2_3125	-	1.1e-74	246.0	1.7	1.6e-74	245.5	1.7	1.1	1	0	0	1	1	1
sp|O51804|RPOS_VIBCH	-	round2_3125	-	4.4e-70	230.8	3.2	4.6e-67	220.9	0.3	2.0	1	1	1	2	2	2
sp|Q9KI19|RPOS_COXBU	-	round2_3125	-	1e-65	216.5	22.4	1e-64	213.1	1.1	2.5	1	1	1	2	2	2
sp|P47765|RPOS_YEREN	-	round2_3125	-	1.4e-65	216.0	5.9	8.5e-61	200.2	1.0	2.0	1	1	1	2	2	2
sp|P13445|RPOS_ECOLI	-	round2_3125	-	1.4e-64	212.7	5.4	1.9e-60	199.1	1.2	2.0	1	1	1	2	2	2
sp|P35540|RPOS_SHIFL	-	round2_3125	-	1.5e-64	212.5	5.4	1.9e-60	199.1	1.3	2.0	1	1	1	2	2	2
sp|P0A2E5|RPOS_SALTY	-	round2_3125	-	3.2e-64	211.5	5.3	1.8e-60	199.1	1.3	2.0	1	1	1	2	2	2
sp|P0A2E6|RPOS_SALTI	-	round2_3125	-	3.2e-64	211.5	5.3	1.8e-60	199.1	1.3	2.0	1	1	1	2	2	2
sp|P0A2E7|RPOS_SALDU	-	round2_3125	-	3.2e-64	211.5	5.3	1.8e-60	199.1	1.3	2.0	1	1	1	2	2	2
sp|P45684|RPOS_PSEAE	-	round2_3125	-	3.3e-62	204.8	0.6	1.6e-60	199.3	0.8	1.9	1	1	1	2	2	2
sp|Q07083|RPSC_MYXXA	-	round2_3125	-	1.9e-37	123.2	0.2	6.9e-34	111.4	0.7	2.0	1	1	1	2	2	2
sp|Q01624|RPSB_STIAD	-	round2_3125	-	4e-32	105.6	0.2	6.7e-32	104.9	0.2	1.3	1	1	0	1	1	1
sp|P50512|RPOH_ZYMMO	-	round2_3125	-	5.4e-32	105.2	0.8	5.5e-30	98.5	0.5	2.0	1	1	1	2	2	2
sp|P19433|RPSB_MYXXA	-	round2_3125	-	7.2e-32	104.8	0.1	8.9e-32	104.5	0.1	1.0	1	0	0	1	1	1
sp|B8H3C3|RPOH_CAUCN	-	round2_3125	-	1.8e-30	100.1	0.9	9e-30	97.8	0.8	1.8	1	1	1	2	2	2
sp|P0CAW9|RPOH_CAUCR	-	round2_3125	-	1.8e-30	100.1	0.9	9e-30	97.8	0.8	1.8	1	1	1	2	2	2
sp|P33658|RPSG_CLOAB	-	round2_3125	-	1.4e-28	93.9	0.3	1.7e-28	93.6	0.3	1.0	1	0	0	1	1	1
sp|P35145|RPSF_BACME	-	round2_3125	-	3.7e-28	92.5	0.7	4.7e-28	92.2	0.7	1.1	1	0	0	1	1	1
sp|P07860|RPSF_BACSU	-	round2_3125	-	2.5e-27	89.8	1.5	3.2e-27	89.4	1.5	1.1	1	0	0	1	1	1
sp|P26764|RPSF_BACLI	-	round2_3125	-	2.6e-26	86.4	1.3	3.6e-26	86.0	1.3	1.2	1	0	0	1	1	1
sp|P62180|RP28_BACCR	-	round2_3125	-	4.1e-26	85.8	3.5	2.5e-13	43.6	0.8	2.0	1	1	1	2	2	2
sp|P62181|RP28_BACTK	-	round2_3125	-	4.1e-26	85.8	3.5	2.5e-13	43.6	0.8	2.0	1	1	1	2	2	2
sp|P62182|RP28_BACAN	-	round2_3125	-	4.1e-26	85.8	3.5	2.5e-13	43.6	0.8	2.0	1	1	1	2	2	2
sp|P19940|RPSG_BACSU	-	round2_3125	-	2.5e-25	83.2	0.3	2.8e-25	83.0	0.3	1.1	1	0	0	1	1	1
sp|P50507|RPOH_RHIRD	-	round2_3125	-	4.6e-25	82.3	1.9	1.1e-24	81.1	1.9	1.6	1	1	0	1	1	1
sp|P12254|RPSK_BACSU	-	round2_3125	-	4.8e-25	82.3	2.4	5.7e-24	78.7	2.4	1.9	1	1	0	1	1	1
sp|Q8DD54|RPOH_VIBVU	-	round2_3125	-	8.2e-25	81.5	0.1	6.7e-23	75.2	0.1	2.1	1	1	1	2	2	2
sp|P50511|RPOH_VIBCH	-	round2_3125	-	2.1e-24	80.2	0.8	5.2e-22	72.2	1.0	2.9	1	1	1	2	2	2
sp|P0AGB3|RPOH_ECOLI	-	round2_3125	-	1.1e-23	77.8	0.4	1.6e-23	77.2	0.4	1.3	1	0	0	1	1	1
sp|P0AGB4|RPOH_ECOL6	-	round2_3125	-	1.1e-23	77.8	0.4	1.6e-23	77.2	0.4	1.3	1	0	0	1	1	1
sp|P0AGB5|RPOH_ECO57	-	round2_3125	-	1.1e-23	77.8	0.4	1.6e-23	77.2	0.4	1.3	1	0	0	1	1	1
sp|P42378|RPOH_PSEAE	-	round2_3125	-	1.7e-23	77.2	0.9	1.4e-21	70.8	0.9	2.5	1	1	1	2	2	2
sp|P44404|RPOH_HAEIN	-	round2_3125	-	2.1e-23	76.9	0.4	2.8e-22	73.1	0.1	2.0	1	1	1	2	2	2
sp|Q89B27|RPOH_BUCBP	-	round2_3125	-	2.1e-23	76.8	0.1	3.4e-23	76.1	0.1	1.2	1	1	0	1	1	1
sp|P50510|RPOH_SERMA	-	round2_3125	-	1.3e-22	74.2	2.0	1.5e-21	70.8	0.7	2.5	1	1	1	2	2	2
sp|P11539|RPOH_CITFR	-	round2_3125	-	1.1e-21	71.1	3.6	3.9e-21	69.3	3.6	2.0	1	1	0	1	1	1
sp|P50508|RPOH_ENTCL	-	round2_3125	-	1.2e-21	71.1	3.3	4e-20	66.0	3.8	2.7	1	1	1	2	2	2
sp|P50509|RPOH_PROMI	-	round2_3125	-	1.5e-21	70.7	5.7	1.7e-19	63.9	4.0	3.4	1	1	1	2	2	2
sp|O05385|RPOH_BUCAI	-	round2_3125	-	5.2e-21	68.9	0.2	1.3e-20	67.7	0.2	1.6	1	1	0	1	1	1
sp|Q8KA76|RPOH_BUCAP	-	round2_3125	-	2.1e-20	66.9	0.6	2.5e-19	63.4	0.6	2.0	1	1	0	1	1	1
sp|P10726|RPSD_BACSU	-	round2_3125	-	3.1e-20	66.4	0.2	3.9e-20	66.0	0.2	1.0	1	0	0	1	1	1
sp|P37971|RPOF_STRCO	-	round2_3125	-	3.2e-20	66.3	0.6	4e-20	66.0	0.0	1.4	1	1	1	2	2	1
sp|P62177|RP35_BACAN	-	round2_3125	-	5.5e-20	65.5	0.7	1.1e-12	41.5	0.0	2.0	1	1	1	2	2	2
sp|P62178|RP35_BACCR	-	round2_3125	-	5.5e-20	65.5	0.7	1.1e-12	41.5	0.0	2.0	1	1	1	2	2	2
sp|P62179|RP35_BACTK	-	round2_3125	-	5.5e-20	65.5	0.7	1.1e-12	41.5	0.0	2.0	1	1	1	2	2	2
sp|Q7D5S2|SIGF_MYCTU	-	round2_3125	-	2.3e-19	63.5	0.1	2.9e-19	63.2	0.1	1.0	1	0	0	1	1	1
sp|P06222|RPSE_BACSU	-	round2_3125	-	3.9e-19	62.8	1.2	1.5e-12	41.0	0.1	2.0	1	1	1	2	2	2
sp|P06574|RPSB_BACSU	-	round2_3125	-	4.4e-19	62.6	2.9	5.7e-19	62.2	2.9	1.0	1	0	0	1	1	1
sp|P33657|RPSE_CLOAB	-	round2_3125	-	1.5e-18	60.8	0.8	1.3e-12	41.3	0.0	2.0	1	1	1	2	2	2
sp|P37970|RPOF_STRAU	-	round2_3125	-	8e-18	58.4	0.0	9.2e-18	58.2	0.0	1.1	1	0	0	1	1	1
sp|P17211|RPSW_STRCO	-	round2_3125	-	1.4e-17	57.6	0.2	2.2e-17	56.9	0.2	1.3	1	0	0	1	1	1
sp|P26768|RPSX_BACTK	-	round2_3125	-	4.1e-15	49.5	0.0	4.2e-15	49.4	0.0	1.0	1	0	0	1	1	1
sp|Q9K5J6|RPSB_BACAN	-	round2_3125	-	6.1e-15	48.9	0.2	7.6e-15	48.6	0.2	1.1	1	0	0	1	1	1
sp|P52621|FLIA_YEREN	-	round2_3125	-	4.1e-14	46.2	0.2	5e-14	45.9	0.2	1.0	1	0	0	1	1	1
sp|P0AEM6|FLIA_ECOLI	-	round2_3125	-	5.2e-14	45.8	0.7	6.4e-14	45.5	0.7	1.1	1	0	0	1	1	1
sp|P0AEM7|FLIA_ECOL6	-	round2_3125	-	5.2e-14	45.8	0.7	6.4e-14	45.5	0.7	1.1	1	0	0	1	1	1
sp|P0AEM8|FLIA_ECO57	-	round2_3125	-	5.2e-14	45.8	0.7	6.4e-14	45.5	0.7	1.1	1	0	0	1	1	1
sp|P0A2E8|FLIA_SALTY	-	round2_3125	-	5.8e-12	39.1	1.0	9.6e-12	38.4	1.0	1.3	1	1	0	1	1	1
sp|P0A2E9|FLIA_SALTI	-	round2_3125	-	5.8e-12	39.1	1.0	9.6e-12	38.4	1.0	1.3	1	1	0	1	1	1
sp|P29248|FLIA_PSEAE	-	round2_3125	-	3.3e-11	36.6	0.4	3.2e-10	33.3	0.4	2.5	1	1	0	1	1	1
sp|P38944|RP54_CLOK5	-	round2_3489	-	2.2e-103	340.1	25.1	2.5e-103	340.0	25.1	1.0	1	0	0	1	1	1
sp|P49988|RP54_PSEAE	-	round2_3489	-	3.2e-98	323.1	1.2	5.8e-98	322.3	1.2	1.4	1	1	0	1	1	1
sp|P0A171|RP54_PSEPK	-	round2_3489	-	4.1e-97	319.5	0.7	1.5e-96	317.6	0.7	1.7	1	1	0	1	1	1
sp|P0A172|RP54_PSEPU	-	round2_3489	-	4.1e-97	319.5	0.7	1.5e-96	317.6	0.7	1.7	1	1	0	1	1	1
sp|P33985|RP54_RHIML	-	round2_3489	-	6.6e-97	318.8	0.0	3.8e-82	270.2	0.0	2.0	2	0	0	2	2	2
sp|P17263|RP54_RHIME	-	round2_3489	-	2.8e-95	313.4	0.0	1.4e-81	268.4	0.0	2.0	2	0	0	2	2	2
sp|P26979|RP54_SALTY	-	round2_3489	-	3e-95	313.4	1.6	4.5e-95	312.8	1.6	1.3	1	1	0	1	1	1
sp|P06223|RP54_KLEOX	-	round2_3489	-	8.8e-94	308.5	1.4	1.2e-93	308.1	1.4	1.2	1	0	0	1	1	1
sp|P49989|RP54_RHIET	-	round2_3489	-	1.1e-93	308.2	0.0	5.8e-81	266.3	0.0	2.0	2	0	0	2	2	2
sp|P08623|RP54_AZOVI	-	round2_3489	-	1.6e-93	307.7	2.6	8.4e-93	305.3	2.6	1.8	1	1	0	1	1	1
sp|P28615|RP54_CUPNH	-	round2_3489	-	2e-93	307.3	0.0	4.7e-93	306.1	0.0	1.6	1	1	0	1	1	1
sp|P30332|RP54_BRAJA	-	round2_3489	-	3.6e-93	306.5	0.0	4.4e-93	306.2	0.0	1.1	1	0	0	1	1	1
